2.22083, -1.31347
2.42297, -1.23575
2.62132, -1.17098
2.82350, -1.11140
3.01806, -1.06218
3.22400, -0.97409
3.42255, -1.01554
3.61713, -0.97409
3.81935, -0.93523
4.02157, -0.90155
4.22004, -0.90155
5.01753, -0.78497
