ID z_spec logmstar logmstar_ehigh logmstar_elow log_Ha_flux UV_flux logSFR10 logSFR10_ehigh logSFR10_elow logSFR100 logSFR100_ehigh logSFR100_elow r_eff_Ha_kpc r_eff_Ha_kpc_ehigh r_eff_Ha_kpc_elow r_eff_UV_kpc r_eff_UV_kpc_ehigh r_eff_UV_kpc_elow
1001054 5.98 9.541363610119946 0.15 0.26 -17.272 3.0089078804568907e-32 1.0411561787871297 0.14477901359101386 0.1272853401435139 1.1551516906081298 0.1375849495367174 0.11505146379876097 1.3679417783414745 0.25868786130473487 0.25046234859815525 1.5318483173727853 0.15870895560645293 0.2107935520872457
1002222 5.29 9.469442607028274 0.18 0.44 -17.186 1.483264448112552e-32 0.9273590629229137 0.32406217065577547 0.3764457236911416 0.7545208761306315 0.5322812097229779 0.41949980345809246 0.9840654020633217 0.1664807638209772 0.12905967317356576 0.8181223042879604 0.07690948468946734 0.10778555518523925
214966 5.54 9.542911795736185 0.16 0.21 -16.877 1.928243782546318e-32 1.2108112748246718 0.19232734149735098 0.1731585434952012 0.9046417907951922 0.23565599586171015 0.1895396106771341 1.413739351455387 0.10216979715848765 0.09619076262777831 1.3382543709202839 0.05536470158231066 0.0696170009995396
1014693 5.14 9.217324099928403 0.11 0.15 -17.271 1.2078010506059352e-32 0.4996544434734698 0.12359903222199081 0.0740483100541437 0.4389905004031969 0.18178657727602526 0.28776274069974006 2.1376528765334277 0.3030290074933687 0.25883001002670686 0.8536570471818371 0.08828970794918922 0.13651677422681052
1025527 5.3 9.38712926580096 0.16 0.56 -17.005 3.3903187385429766e-32 1.0200735005493529 0.13049946540375434 0.12923158706089266 0.7364224354599298 0.2076825851398847 0.23810425123831291 1.057600664676539 0.17928386854201217 0.1355602215215635 1.4660174365818133 0.338110211602213 0.47750816823953857
1001511 5.18 9.203948524392258 0.13 0.32 -17.432 1.9494332746622113e-32 0.5752654019947118 0.1289681788021687 0.130519588789553 0.4258402344981635 0.21072913178162428 0.15291022537146187 0.7679821690117601 0.18952620600604667 0.15522750770478655 0.813940458188941 0.11506063673073141 0.1608577980610556
226650 5.81 8.91288962515886 0.1 0.13 -17.356 6.992532398244889e-33 0.6689761534398307 0.0722955187270955 0.08763905280339368 0.7677852639771279 0.1245768736638928 0.14558191269186638 1.5360755722849417 0.22859275839527674 0.2354823056258705 1.1537299254597138 0.07906406650781173 0.0913510498164587
201254 5.38 9.280553712029718 0.09 0.12 -17.128 3.263181785847615e-32 2.04754917456379 0.07514704797971872 0.2431626201966357 1.2054044207652852 0.09856845626070943 0.13243833856365161 2.1248621653634534 0.27886859573698575 0.2435372123616914 2.178287451307697 0.1330917854782796 0.1750426132580456
189771 5.39 9.113870960160698 0.14 0.24 -17.282 1.529881330767518e-31 0.8123619464286471 0.19912550707038568 0.10976692442473168 0.6169710950588582 0.16121386597385023 0.15611660667023575 2.2218268983346854 0.47009216759703387 0.35657657081219507 2.3889166632596655 0.02929593548548759 0.03356053368907164
1053780 5.22 9.041455105060905 0.17 0.2 -17.365 3.136044833152253e-32 0.6815160909848005 0.10994015575121852 0.08532061378282374 0.502198257301455 0.14016010042477745 0.14282739798956084 1.6679619422927636 0.13660039481332428 0.12063380767018975 3.544843620061253 0.3299325561434774 0.4571195780720041
1046918 5.23 8.918606846108617 0.09 0.13 -17.54 4.026003502019784e-33 0.933263032136322 0.08470563938387432 0.176677806048525 0.6913844104949219 0.08460248510582558 0.0981881113044113 0.9966288333740784 0.26300907078354213 0.21919619357342546 0.31479096999406897 0.06989075396038275 0.12056626020119937
1080255 5.18 9.829132248143813 0.08 0.03 -17.138 1.6951593692714883e-32 0.7088186330768526 0.13132601288028367 0.04191727364392939 0.22135200598889962 0.1810065650294648 0.37154262930545306 1.7163214339161397 0.3536979214040307 0.29934118848590086 0.9463455087978622 0.02534685152486771 0.0340480095110165
192219 5.39 9.16295693147231 0.28 0.42 -17.265 3.750540104513167e-32 1.084759360372803 0.3741950324152119 0.0727975176113298 0.938899509751553 0.27516667022254737 0.31431090015672736 3.035106044634397 0.49059619359366496 0.46742233885723855 2.1201066845319634 0.1494103338054351 0.2415405272313671
127005 5.94 9.539652044902489 0.16 0.2 -17.074 1.440885463880765e-32 1.1368784582310052 0.22145901060500228 0.13966733712412038 1.0231547746065428 0.15798273922735362 0.20521485886520208 1.3756366833385285 0.20054482632507067 0.16596776658251147 0.6587889825560125 0.053505704166985746 0.06811416944941961
1001674 5.18 9.920303360961457 0.17 0.13 -16.943 3.856487565092636e-32 1.6024456616441751 0.19548180393990178 0.29739242713629 1.3651174331166234 0.3252335662095984 0.2561012663575577 1.5981565827490205 0.18384180729461774 0.16794207364554797 1.251583901904617 0.09311647962151404 0.12037008341317601
1028904 5.36 9.447532463551568 0.1 0.08 -17.109 7.225616811519719e-32 1.0483643320924219 0.15837384928473597 0.15940602698999073 1.1783331279329823 0.08526151593737574 0.10576143655779169 1.1290249177241902 0.13328368491355705 0.1335557165474953 5.393951965013766 0.537982388570093 0.7463715584343227
201125 5.82 9.964315909059907 0.1 0.16 -16.883 5.00072013935089e-32 1.7073371930656818 0.12939788959117537 0.1807492154455579 1.6582324931057342 0.19429684373419942 0.14115308351004696 1.862538609480199 0.16138717243174788 0.1509336008907146 0.8785621425263378 0.025274680761495194 0.027410569276551278
1026447 4.42 8.920456854267925 0.15 0.3 -17.011 9.200477476721e-31 0.60963948723192 0.1792292641393919 0.1105885374466814 0.2885814213637856 0.3172689791148472 0.19799941023108464 2.0896863858907206 0.362378061367564 0.3083755522055903 0.8618618666212629 0.13829828957160362 0.21960215847780462
1090272 4.38 9.89485921096284 0.03 0.11 -17.365 1.2713695269536161e-30 0.226930637542792 0.16345215651389908 0.08646116292604344 0.4353110978839862 0.48290128182326447 0.4356997770759602 2.905178085055257 0.33470473859860483 0.3001501636911541 1.4382500866299799 0.057841774733264906 0.06584116911127014
1000372 4.41 8.498010428681647 0.18 0.32 -17.302 1.5044539402284453e-32 0.475376724070054 0.09324447537102137 0.18993515233088493 0.20081180966473666 0.23220081585086383 0.17053309311372822 1.9604762692886666 0.40689853400117715 0.30932227499873377 0.7718265158702705 0.08255703267450054 0.10830501811258786
1004726 4.42 9.10308771659848 0.21 0.4 -17.185 2.297152840284025e-30 0.6290249974336536 0.15063935176770393 0.18013573805939664 0.5714328699714927 0.17985935437467604 0.14766145104298556 2.490453919429985 0.7735631096902781 0.6073512927223024 1.9314281357187157 0.6387705743408165 0.8967709694135548
1008970 4.45 9.497525119467252 0.2 0.22 -16.923 1.4158818631840105e-30 0.9199121886658973 0.20074643764901834 0.1717588151469296 0.8725579723427113 0.20210844246726967 0.15546983557290084 1.5170660385867047 0.2356282497775681 0.22105358011619203 0.46795524699478586 0.04011626791034506 0.054167143472851564
1084873 4.69 9.325540354954283 0.21 0.29 -16.971 1.7703820662829107e-30 1.0221961318084611 0.3035078332270118 0.2706743472621761 0.9208265042683905 0.28089180821917137 0.23766339958555638 1.2793666390326668 0.14394462768166305 0.14171262056266545 0.6939224022901918 0.060375618287412336 0.07983881102480161
1094616 4.06 9.397876573369098 0.16 0.36 -16.643 3.472745862873802e-30 1.0366727359484846 0.3242193365968171 0.17348678225912184 0.8123319833363309 0.18452718506399446 0.23459034774642684 1.3501638595630714 0.11646493123943591 0.09803906132137928 1.7018537882283518 0.09855068636689679 0.13140091515586327
1031265 3.87 9.120441187791492 0.41 0.33 -16.489 3.7742723356829686e-30 1.3273370477442326 0.13421287131396853 0.13807895394432412 0.806240367363641 0.27039196085602446 0.25258750099270555 0.953077486721841 0.16219943975292206 0.12564859617081778 2.061992929560531 0.30195011767254276 0.349933600939047
1000989 3.97 9.068608524189754 0.11 0.24 -16.96 1.8434858140827434e-32 0.5793352773401428 0.22700181016846444 0.11687920948228725 0.17976454263003872 0.12524186704586848 0.11276253912559693 0.8723338659193305 0.0666107887682009 0.06191227733262062 0.5439458919355012 0.020970376636380572 0.02246826068183616
1094078 4.07 9.429021413359377 0.09 0.15 -16.938 1.5322121749002663e-30 0.7036784020627072 0.14712436222675918 0.13949450142062958 0.5858694421482612 0.17138641922460995 0.10970805149099572 1.4498921919481342 0.1727316720810499 0.1609058240740597 0.7773881383308796 0.026879470070248046 0.032594003077309086
1090280 4.41 8.706716841640672 0.22 0.24 -17.402 5.511386899343926e-31 0.394642878792614 0.3493363642884853 0.15580077477792886 0.33934934570124775 0.2568634379098146 0.2026422728202499 0.9709719196335725 0.2428305332299059 0.1896909845052604 0.573500387764363 0.08356311314414838 0.12973735170301748
1088814 4.41 10.59744499981259 0.13 0.36 -16.444 7.667629617057259e-30 1.5885238306233542 0.48953016688320594 0.34694700202312845 1.8249739660191844 0.6262954092059594 0.2973071298425234 2.3917586477922086 0.08205433470483901 0.08266032454704882 2.164491540018178 0.04335117680527656 0.05009923734572075
1092433 3.95 8.783836337336748 0.26 0.31 -16.917 1.4658890645775193e-30 0.6780240918078047 0.2378873835093268 0.14473124265250403 0.3581350318608334 0.2758201995948104 0.19158216613878748 1.5112194586347094 0.24244584688241977 0.18809734174744788 1.5523253288629453 0.09217065609100583 0.12282275800034093
1081686 4.15 8.709376448279821 0.68 0.16 -17.027 1.8394598105807234e-30 0.8021861232633837 0.08021680080130855 0.15345263366082074 0.542555518606038 0.11759727309998436 0.0555653240872514 2.1229132020254733 0.23917842222033694 0.22707332290258816 1.3116987072757147 0.032739999733601755 0.041974358632822506
1012763 4.46 8.35313487357208 0.16 0.42 -17.285 2.8902467246078877e-31 0.28471022209651425 0.1020492888165383 0.10640281355708311 -0.22851669835681915 0.2107665001257992 0.24835049868241527 1.1793589898144456 0.17829870202264575 0.15259751063195656 0.22856824818884983 0.03762021878553137 0.06527616340624628
1080133 4.42 9.615834756985377 0.15 0.15 -16.451 3.8287293304208144e-30 1.2091588614975068 0.09956826697563503 0.09780118857485243 1.051243320392683 0.1497518769804349 0.10872192091477817 1.9526594258713414 0.1452473416153218 0.14407122083826335 1.3423034659566522 0.0721097433393243 0.08252786489826303
1090503 4.62 7.9068314251960565 0.41 0.3 -17.504 1.0243000488822966e-30 0.17936485127586294 0.15183874051458363 0.11265120087505184 -0.3259566535149815 0.22579231107521802 0.1785803157482203 1.1382912018434577 0.35623620187624055 0.2524909967925374 4.132865689568426 0.7632400287850247 0.9886290328269709
1088590 5.02 8.471597356279009 0.32 0.37 -17.25 4.6553314178618245e-31 0.47228123483245843 0.195760562710262 0.14650445015483127 0.12887816976696587 0.2550605492826065 0.2192196388803042 1.1940896920401967 0.2593614735231236 0.24554298306969613 0.6606283810087638 0.06094854388235671 0.07652214657784873
1087148 4.38 8.241689087838447 0.28 0.33 -16.965 9.526795655305764e-31 0.6146039301606602 0.14025056851468876 0.10694046294267445 0.03354688305482714 0.23553118560368527 0.20456923906462274 1.0500189767481651 0.23604947190302344 0.19056840672712685 0.4745280699346327 0.0631337561727287 0.08855124242408696
1063939 4.37 7.925306051373738 0.12 0.23 -17.011 7.244687354424022e-31 0.4742848805802196 0.04298786684010175 0.02190446767568488 -0.350930536696001 0.09076656008550948 0.04794930831401312 0.9413292780881696 0.20657509128172025 0.17198413408445046 0.3550059133922171 0.034064151227230055 0.0508910211105606
1090105 3.85 9.459319121809191 0.17 0.46 -17.272 2.1840009523851537e-30 0.4498704528483682 0.46085113042644804 0.2650585639883728 0.7570591038919767 0.19708931686343667 0.27075209272140016 1.2722470661295038 0.17920015017783142 0.15134583155194073 0.7485807995143384 0.02296658892865977 0.028599903194180376
1087728 4.4 9.658470028074605 0.12 0.26 -17.169 1.1679648054280553e-30 0.754332876148902 0.2792967427258747 0.2627522832132882 0.9269570524859018 0.32392669865879975 0.43483720218343497 1.297102366017528 0.19583918203748427 0.17296085048360893 0.822074554151409 0.1462511336696336 0.21947897402449912
1080763 4.37 9.247954530496086 0.16 0.38 -17.123 1.248061085626133e-30 0.7726643706355448 0.29368382255082015 0.2880683299197181 0.7370403407314826 0.2324500769093163 0.12597747428515593 1.3019028867421814 0.38829708642197597 0.2777632232577366 0.8769961636984095 0.022976273762391197 0.03200266702618759
1085672 4.06 9.529107415090028 0.13 0.17 -17.311 2.8118456037790806e-30 0.8086211483037106 0.3159751425262155 0.38747648171196913 1.3021409877780683 0.20874378824729445 0.5134849177579406 2.0679039686848837 0.2896195865001237 0.25313883892909095 2.1807945337881063 0.10932575336973249 0.12712296903457476
1082466 4.41 9.521304930712398 0.19 0.11 -17.238 9.259808054645503e-31 0.3695447404367684 0.15816330144849272 0.12498367311812544 0.8934205467951764 0.12440689337494426 0.2621684237658788 2.614404975254774 0.42401932818247245 0.4185086079200225 1.708540406089239 0.09768927202280597 0.11465205356651498
1003845 3.98 7.555862638204724 0.52 0.12 -17.425 8.263901925198504e-33 0.4421807762775734 0.09719756872734181 0.28638770070169917 -0.4795320103053416 0.22267195377188126 0.13794807640107282 1.3482871223873347 0.6514089593859197 0.47763632340615847 1.332291675311419 0.4931722833390144 0.7175357571284278
1028203 4.14 8.521215948983556 0.26 0.24 -17.287 7.965130086364405e-31 0.3851337065692229 0.22783564095302627 0.18340859884558555 -0.2628462690877599 0.23390793750448594 0.09644201359423288 1.615944327992479 0.5489364247604503 0.4498841468052112 2.480328182573955 0.6400914688153503 0.8812549102987841
1085867 4.91 8.272150820763926 0.25 0.3 -17.005 9.810734849658737e-31 0.7688130575693556 0.19917104825665344 0.1585668615046566 0.18288671825380204 0.15531763265544313 0.26326343654585094 1.6901271981192194 0.15052096179169133 0.1372295802551545 0.5795353146498762 0.04662704509419058 0.05672957153126512
1102893 3.86 7.490996758346352 0.47 0.27 -17.261 2.7885371624515983e-31 0.18934301658188774 0.11860577503751629 0.11955212242142743 -0.6562202071527379 0.19742567523397736 0.1710431879667641 1.532419471242527 0.29802770505122017 0.26980721946993497 0.3361772424889463 0.03850678839319971 0.05992348530851882
1082074 4.72 9.49205798399035 0.1 0.21 -17.082 1.1823736600668629e-30 0.6285622153159778 0.21928760773804823 0.12021466377650891 0.7364981510496964 0.16574149187802834 0.2101125517852065 0.8194257930471399 0.12485160990843708 0.09943216780187468 1.3612438584526938 0.12047107218911779 0.1499944106038844
1015956 4.02 9.541923380479883 0.12 0.35 -16.862 1.7941142974527114e-30 0.838868010355559 0.20062874593586577 0.20434192752598435 0.9096113561334972 0.15724808477125662 0.22222334643824937 1.3952837524959916 0.1496154407433821 0.1352641890435748 1.2236620382697339 0.08913671662639411 0.12232365646820154
1084575 4.84 8.311007818985342 0.23 0.3 -17.301 5.9118683003343145e-31 0.46792868157338735 0.21024565826209168 0.17222080888012237 -0.044549890718548424 0.20163122933210778 0.20659680985068535 1.0325886623142166 0.36251686362621177 0.2648242122130179 0.6257618591402477 0.15027676917439342 0.23656850772375204
1085659 4.06 10.167535656797778 0.13 0.42 -16.581 6.075874969311332e-30 1.2747630281529416 0.4116611002850725 0.19858420355996276 1.4464939046023382 0.24569859202472766 0.35583066155510945 1.4685283454304057 0.1103247547057516 0.1001046075317699 1.8575896652574904 0.12128082279731545 0.1496927638022818
1019532 4.92 8.111395458363573 0.26 0.4 -17.226 4.619309281264805e-31 0.47599472086476524 0.09119125199455447 0.08466591819690639 -0.31348321109245814 0.27378982798338714 0.13959171329480374 1.0385956866894643 0.3862872554841031 0.2931161037155361 0.9238878195650101 0.24510120418142556 0.36959397112302195
1022983 4.86 8.466290148280878 0.22 0.42 -17.389 5.646999648885645e-31 0.3303918526268852 0.17126342059445443 0.14705309269890246 -0.05325161478121581 0.19795975756942094 0.21645185284731056 1.1267472725983871 0.49948583372072497 0.35401572686020427 0.9559751643357273 0.33311621810595016 0.45757078170330545
1082876 3.85 9.666492600715886 0.17 0.22 -16.958 1.3419305356995418e-30 0.9700095846174808 0.20284310821283036 0.30826115192314474 1.1234492278618604 0.19246570807448782 0.2080445905443662 1.4079205383111468 0.3293066714036629 0.26655500728596315 1.3198699121940585 0.08033990769876853 0.09246668621933773
1083165 4.15 9.783935255207874 0.09 0.13 -16.783 1.7633895338846656e-30 0.9552286657984402 0.21925006104835643 0.16224795191926977 0.8613071855024912 0.16481582675906425 0.22555417977095538 1.1158077317872461 0.0708500739419144 0.06754582360855652 1.6462289826874161 0.06653762431619392 0.09697281524946932
1065488 4.15 8.011733761386026 0.42 0.15 -16.844 6.221234885226361e-31 0.750070928464613 0.07517606793619447 0.07631497964789435 -0.09463271930961521 0.15719286089351558 0.08542524914339521 1.1038451592902223 0.13874607451292312 0.1388627548705477 0.41545971025802847 0.027081507136576866 0.03379940037975876
1000444 3.99 8.552026823776336 0.17 0.39 -17.11 4.343845883758188e-32 0.3355151850105525 0.1424027244191181 0.11757768389441023 0.07992014803919854 0.13211985138656063 0.1703464780047671 2.758695146633532 0.9669730499740985 0.6956596126135234 2.9571534178562646 0.6967171243542145 0.9212030094447607
1025101 4.91 8.989001425032983 0.29 0.2 -16.893 9.30854388651206e-31 0.9463012162664066 0.16506245106007977 0.14343431274141327 0.6490743212977306 0.28413735755813596 0.1791527823533552 1.1891539798217443 0.15543436720385 0.12896354894342382 0.9075484048467559 0.07401026161100432 0.08955047402276428
1090526 3.96 9.93161469088043 0.12 0.24 -16.67 4.7250448469231134e-30 1.0759353052030496 0.3760973957696254 0.23225251494897536 1.1942872036588332 0.21928523867375627 0.24447524728131842 2.4749037641171037 0.13003009707073385 0.13092294968519644 2.011881183345728 0.04884558724340593 0.053130287878792704
1077545 4.42 9.269289284465323 0.11 0.36 -16.665 1.3417186407783828e-30 0.9551954965524654 0.11170932495031005 0.09067900310097743 0.5713841877788207 0.1620349363604825 0.17849083114120295 0.8748967422999316 0.0886894335546301 0.08994588399229865 0.3884508353385043 0.011226902755448076 0.013064032297248673
1091258 4.56 8.02533609863037 0.2 0.25 -17.235 3.5386451833542313e-31 0.3056479823646451 0.07217872642081485 0.07598540868570725 -0.27957354498291276 0.1431551762595769 0.16335005389040153 1.8081401385857188 0.28295477071616076 0.26178875005912167 0.36292327724757395 0.03182124184523677 0.045717860119422526
1004072 3.93 7.327488334064849 0.33 0.18 -17.132 2.201588230841345e-31 0.12740689174792869 0.1278596995662658 0.05176049642183202 -0.795247041713083 0.15859195804355464 0.06959804693893223 1.850830451931806 0.5263231094189096 0.49373185781812234 0.6630009053844254 0.11128790310730152 0.17681456420329955
1081725 4.72 8.876021874191784 0.21 0.12 -17.061 1.139570885992758e-30 0.6865300114692314 0.14527432621386782 0.10594155635773428 0.8171109256630322 0.17266037262218614 0.08446184437158488 1.7330938248354053 0.2834227117873192 0.23143867210648517 1.582140818415536 0.1602544036682323 0.1875907543557669
1002452 4.14 7.83360389199307 0.5 0.32 -17.245 1.1018535900264673e-32 0.35735221901585423 0.10771090966745217 0.11548824984432235 -0.3217004557395289 0.2571851129859487 0.18845285407030798 1.1234576215939942 0.3616295581125143 0.30344853502785735 0.5165954794819343 0.0756300823967046 0.11974763046144865
1089583 3.93 9.01494300270091 0.16 0.35 -16.923 2.060254318428335e-30 0.7216341982389309 0.29343162249682986 0.11544441812343431 0.5792597512983122 0.15192614110889824 0.14474621202379923 1.1569952661679206 0.14910955647539817 0.1334863141769371 0.7375111559304042 0.03242043218209334 0.03735864370651831
1028592 4.89 7.640715801545473 0.3 0.19 -17.514 1.5180152151826177e-30 0.3032392849251725 0.04933630656475896 0.13562968244460993 -0.5756294861903366 0.30876502543578443 0.09132850572186602 1.7409054041807794 0.4736518228133574 0.40061707088706333 5.349403478785122 0.7637275834077846 0.9531990109079826
1008161 4.4 9.282284399768274 0.21 0.17 -17.368 1.2228455900082197e-30 0.27254010483815116 0.1542158188410036 0.08354491735226216 0.7155023557524469 0.13092747834857632 0.1600861082200139 1.9253223273149898 0.3368372149030229 0.2840730051213439 0.6432753903457769 0.0926562008987718 0.1270187654705015
1077261 3.92 9.356866485506455 0.24 0.2 -16.759 1.3982945847278188e-30 0.9064893700606398 0.15876814556527252 0.20093690378506845 0.8046484408968092 0.17648985521657368 0.18652123312424695 1.12436764484853 0.18775893752418785 0.1590460874947724 0.907705964936201 0.026665609962589376 0.03784796252754574
1091324 3.89 9.631589595080907 0.12 0.34 -16.908 2.1937481187584645e-30 0.7909628138293275 0.2582444980605211 0.26490585236177966 0.5519261537489237 0.35598130483574664 0.35285366636690785 1.904779009509466 0.20825042877240596 0.19223904316127743 1.403249352346639 0.06343101315958033 0.07119807599544759
1094430 4.02 9.611567465393069 0.11 0.36 -17.152 1.8701845741487692e-30 0.6127806818867747 0.35272147858051384 0.2878184869695406 0.8555958067308913 0.3719117728352883 0.36881954023952934 1.4465263495936 0.20458020000194654 0.17495621618838192 1.869869080396134 0.08940630848888609 0.11239650210031393
1095186 4.02 9.37086495683331 0.1 0.22 -16.873 2.5929581502219004e-30 0.752502057973171 0.16859994719466165 0.11776580347839327 0.636950505597463 0.14275396900421178 0.20105759601901363 1.9223807078473383 0.29642791987648837 0.27472617128510235 2.411012674891661 0.32356871497751527 0.3710396514511878
1010591 4.69 8.8118342226238 0.2 0.54 -17.017 1.0156123571147803e-30 0.8088555715794882 0.13120295825694128 0.27247536187779575 0.41971004742096685 0.22892345094714517 0.2621675010446249 1.8152181092471151 0.2537791996022333 0.22729287768574113 0.8256837893720977 0.028793686738565305 0.037729658485016304
1089523 3.87 10.061321796251178 0.1 0.16 -17.152 2.3708922728473354e-30 0.8786990242495585 0.2800786791981207 0.281562147216167 1.1508938017941504 0.39124689147995917 0.3805508236963826 1.7480594969082228 0.3924264423908353 0.3370301662693323 0.9940072004260675 0.05208865738262303 0.05814045160135073
1013948 4.04 8.879980426233766 0.21 0.36 -17.211 8.289329315737577e-31 0.5056836042951335 0.1742015558129577 0.1510090773659989 0.44905867086266055 0.12847021396186903 0.13367062289329046 0.9349154275969755 0.2931516121878272 0.22945575384595313 0.6844900761628142 0.06836408328921406 0.09299213813874452
1091580 4.8 8.092050769442219 0.31 0.29 -17.091 8.117694429598838e-31 0.6141382026931498 0.11356964739344577 0.08916480723799669 -0.05869975697456744 0.28425226645465246 0.19391279416584387 0.8764306762785742 0.17755575376211497 0.15972740074422204 0.538342058215893 0.100632031327688 0.13070371256428215
1089124 3.93 9.448308754530553 0.14 0.32 -17.199 2.895967887479179e-30 0.48677520504029403 0.24231059899337215 0.20728764705005304 0.5802245690887984 0.2665765735841962 0.3837209438204472 1.3807088060799906 0.3471626872946959 0.24534796484025412 2.697527354091958 0.3374594261250574 0.41586343028523887
1086992 4.04 9.371110377390915 0.23 0.46 -16.853 5.739385834510941e-30 1.116193213903863 0.26407470313430315 0.2725747542036909 1.0243048661615966 0.3579284865802961 0.22902372709444907 3.424620544892806 0.2001826338130997 0.19887752076438625 1.642484437940201 0.19453267974569743 0.23212250978389481
1104884 3.86 7.568174965407772 0.37 0.16 -17.087 6.0241726085485515e-31 0.40853311166601 0.0991897778739586 0.08840311307548904 -0.5012658334526944 0.13263504724982872 0.1117189482114248 1.4659096625161772 0.4319293222807937 0.31423814617931384 0.8473410424406527 0.2244999133906379 0.4741126425511064
1028569 4.89 10.033918922307931 0.23 0.25 -16.564 5.3088153547159825e-30 1.6489657769944264 0.24606040186603484 0.26307296277240777 1.5971601187005147 0.20459406334820684 0.17197375424030037 2.315299929543184 0.12004981439110093 0.11862543541966146 2.3279848548873643 0.1034183851706838 0.1193888325981729
1090054 4.82 9.62363144316532 0.04 0.06 -16.507 1.920827460305755e-30 1.074525297914915 0.0593062966045248 0.042952621410974334 0.3563949537145356 0.30531711455638805 0.14141654156468944 1.272888935646474 0.06003396111370859 0.05755924870679963 0.7064469839558748 0.022554526139623943 0.029222820824382434
1014130 4.38 8.487039358991392 0.22 0.31 -17.052 9.435680839207421e-31 0.6729144363042728 0.08479430195665749 0.09161227536421856 0.07811777521682095 0.14243081040958783 0.15282838895529233 1.322114185124162 0.22380903639879945 0.2030217479869848 1.9134975362031006 0.5382800782077497 0.6569640710799072
